1206,1
161,0
275,0
1046,1
128,0
148,0
595,0
1205,0
217,0
502,1
371,0
197,1
132,0
293,0
1247,0
1310,1
952,1
361,1
1353,1
1450,0
1220,1
820,1
1423,0
63,1
43,0
435,0
530,0
901,0
634,0
1270,1
774,0
1115,1
1413,1
259,0
1416,1
65,0
1283,1
286,0
854,0
1437,0
1379,1
174,0
575,0
499,0
214,0
1228,1
1345,0
1030,0
398,0
428,1
623,0
896,0
635,0
967,0
1187,0
475,0
263,1
1032,0
294,0
521,1
813,1
1153,0
86,1
290,1
1323,0
915,1
1065,0
715,0
40,0
818,1
342,1
163,1
1451,0
984,0
912,0
101,0
300,0
1506,0
1109,0
542,0
341,0
753,0
1486,1
800,0
1389,0
1422,1
1429,0
651,0
873,0
1011,0
133,0
944,0
256,0
377,1
1002,0
105,0
491,1
1489,0
48,0
1509,0
1145,0
1144,0
1485,1
253,1
413,1
1219,0
1314,0
733,0
364,0
204,0
569,1
333,1
354,0
1312,0
734,1
213,1
1094,1
905,0
608,0
691,0
387,1
1067,0
1377,0
418,0
1169,0
616,0
1352,1
573,0
1392,0
315,1
1191,0
1494,1
824,1
1071,1
235,0
225,0
32,0
365,0
1511,0
1095,0
1488,0
1305,1
254,0
8,1
895,0
482,1
784,1
1302,1
269,0
379,0
610,0
1280,1
95,0
50,1
1499,1
145,0
886,0
61,0
658,0
456,0
1469,0
1149,0
762,0
1138,0
88,0
376,1
725,1
1097,1
1176,1
881,0
172,0
1066,0
281,1
308,0
129,0
747,0
1357,0
975,0
81,0
440,0
436,1
1289,0
844,0
318,0
1288,0
232,1
781,1
420,0
1160,0
258,1
69,0
323,0
358,0
1047,0
198,0
21,1
186,0
1319,1
245,0
698,0
334,0
736,0
285,0
735,0
1234,0
948,1
355,0
768,1
972,0
1102,1
650,1
1168,1
404,0
1140,0
1089,0
519,0
1460,1
834,0
1388,1
304,0
215,0
719,0
1027,0
1213,0
1192,0
93,0
992,0
1516,1
296,1
1443,1
207,0
265,1
557,1
1309,1
1456,1
1015,0
1458,1
785,1
628,0
726,0
1299,1
1307,0
470,0
154,1
266,0
1221,0
1507,0
990,0
1178,0
459,0
1508,0
430,0
1118,0
57,1
647,0
468,0
465,0
238,0
1055,1
682,0
745,1
830,0
507,0
917,1
248,1
1347,0
267,1
710,0
978,0
1410,0
121,1
107,0
969,1
740,1
276,0
1073,1
390,0
613,1
532,0
1024,0
669,0
863,0
385,0
755,1
853,1
849,0
1124,1
100,0
370,1
1126,0
1057,0
1370,1
788,1
1125,1
339,1
240,1
1300,0
1341,1
22,1
106,0
942,0
780,0
397,0
196,1
481,1
1070,1
122,0
1174,0
1085,0
1397,1
619,0
919,0
937,0
319,0
1113,0
9,1
485,1
868,0
314,1
591,1
1261,0
1132,1
871,0
994,0
131,1
1059,0
599,0
548,1
652,1
1143,0
701,1
1418,0
449,1
601,1
643,0
152,0
274,0
571,0
185,0
1338,0
1316,1
1136,1
141,0
396,1
1225,1
139,0
5,0
255,0
927,0
504,1
247,0
147,0
442,0
1321,0
1286,0
1480,1
209,0
326,0
409,0
617,1
1337,0
955,0
653,0
1336,0
600,0
45,1
1277,1
1308,0
80,0
287,1
46,1
1096,1
1409,0
583,1
4,0
1490,1
1142,0
1,1
408,0
1421,0
331,0
973,1
594,1
697,0
305,0
678,1
1182,0
598,1
941,0
243,0
816,0
799,0
963,0
279,1
835,0
12,0
1455,1
1505,1
500,0
492,0
1282,0
1350,0
260,0
580,1
913,0
66,0
1101,0
1048,0
229,0
1052,0
384,0
97,1
1009,0
446,0
1296,0
1203,1
405,0
1119,0
1068,1
58,0
1078,0
1170,0
1269,1
1318,0
808,1
360,0
123,0
589,1
1230,0
156,0
226,1
1163,0
731,0
751,1
857,0
675,0
1375,1
566,0
908,1
567,0
899,0
1484,1
1100,0
1007,1
970,1
748,0
18,0
778,0
1183,0
330,0
180,0
1426,0
1407,1
1344,0
490,0
1340,1
137,1
661,1
35,0
1021,1
982,0
1355,1
1264,1
789,1
705,1
445,0
1281,0
909,0
1045,1
1284,0
539,1
1387,0
998,0
110,0
593,0
192,1
602,1
649,1
626,0
614,0
503,0
804,0
1478,1
1224,0
527,1
570,0
1449,0
1359,0
1006,1
887,1
64,1
1333,0
1453,1
1243,1
417,0
1349,1
1177,0
381,0
1376,1
59,1
359,0
1241,1
400,1
1251,0
920,1
427,1
851,1
292,1
1053,1
695,1
680,0
560,0
191,0
1272,0
1129,1
1363,1
1285,0
690,1
155,1
526,0
380,0
150,0
1253,1
861,0
39,1
438,0
929,0
1229,0
464,0
805,0
249,1
1158,0
1372,1
1050,1
987,1
645,0
1373,1
1044,0
775,0
416,1
930,1
231,0
727,1
959,1
703,0
1390,0
882,0
1249,0
134,1
968,1
612,0
782,0
510,1
722,0
662,0
367,1
425,0
1018,0
1227,1
640,1
629,0
437,0
162,1
52,0
251,0
1515,0
688,1
208,1
700,1
897,1
284,1
252,1
498,0
865,0
860,0
1090,0
1483,1
1293,0
96,0
547,0
1328,1
720,1
707,0
144,0
1471,0
739,0
92,0
1056,1
993,0
187,1
173,0
663,0
447,0
182,0
6,1
946,0
1292,0
84,1
1151,1
1446,0
171,0
167,0
743,0
1415,1
1414,0
1266,0
1193,0
458,0
28,1
553,1
892,1
1502,1
737,0
536,0
54,0
283,0
457,0
983,0
307,1
1335,0
864,0
1342,1
338,1
543,0
1189,0
615,1
1194,0
120,0
157,0
1474,0
262,0
1237,0
1360,1
1207,1
199,0
802,1
1242,1
866,1
692,1
803,0
1058,0
713,0
1072,0
1329,1
684,0
10,0
112,0
1470,0
790,0
336,1
467,0
1154,0
201,0
729,0
932,0
746,0
757,0
188,1
1218,0
996,0
1492,1
158,0
535,0
216,0
1173,0
541,1
1236,0
72,0
1069,0
654,1
257,0
1479,0
754,1
71,1
718,0
421,0
224,0
401,0
777,1
590,0
518,0
